sp_code	stand_id	plot	no	age	d	h	Bst	Bbr	Bf	Bcr	wd	Vst	Vst.5	ba	befa.v	befa.st	beft.v	beft.st	bwd	species	PFT	Genus	Family
QAt	1010	1	5	55	0.24	13.9	193.178	154.845	14.245	NA	0.7476	0.268109	0.1922	0.045238934211693	1351.19671476899	1.87530671194442	NA	NA	0.720520385365654	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1010	1	4	44	0.202	13.5	151.087	47.902	6.764	51.90303115	0.7834	0.204811	0.130201	0.0320473866592695	1004.59936233894	1.36181802537611	1258.01852024549	1.70534878017301	0.737689870172989	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1010	1	3	52	0.173	14.35	125.373	57.493	5.377	NA	0.7493	0.172296	0.114611	0.0235061816323222	1092.55583414589	1.50146363252056	NA	NA	0.727660537679342	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1010	1	2	40	0.139	13.4	63.256	9.988	1.346	18.75166176	0.7064	0.09391	0.055673	0.0151746779150021	794.271110637845	1.17917667889212	993.948054094346	1.47561751865436	0.673581088276009	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1010	1	1	38	0.105	12.6	39.05	5.892	0.327	NA	0.7566	0.05387	0.035685	0.00865901475145687	840.337850380546	1.15925736235595	NA	NA	0.724893261555597	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	3	NA	0.223	15.3	244.029	46.642	17.475	NA	0.772	0.338512	NA	0.0390570652675917	910.295646830836	1.26274336246921	NA	NA	0.720887294985111	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	4	NA	0.14	14.3	87.098	15.257	7.398	NA	0.785	0.115049	NA	0.01539380400259	953.967439960365	1.26010930216538	NA	NA	0.757051343340663	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	5	NA	0.2	14.9	173.474	35.174	11.45	NA	0.797	0.225453	NA	0.0314159265358979	976.247821053612	1.26876650103185	NA	NA	0.76944640346325	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1009	2	5	48	0.235	12.1	155.72	121.019	13.746	NA	0.7025	0.230331	0.158586	0.0433736135736241	1261.16328240662	1.86543154379656	NA	NA	0.676070524592869	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1009	2	4	41	0.174	12.2	110.504	40.888	5.446	NA	0.6089	0.148463	0.093294	0.0237787147950211	1056.41136175343	1.41929703902121	NA	NA	0.74432013363599	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1009	2	3	41	0.14	12.3	56.018	25.701	3.753	17.84194373	0.6737	0.086012	0.048339	0.01539380400259	993.721806259592	1.52579528008854	1201.15732374552	1.8442990419151	0.651281216574431	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	9	NA	0.12	11.9	51.886	6.17	4.757	NA	0.881	0.059633	NA	0.0113097335529233	1053.32617845824	1.21059630728906	NA	NA	0.870088709271712	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	1	NA	0.18	14.1	106.149	36.508	10.409	NA	0.796	0.135287	NA	0.0254469004940773	1131.41691367242	1.4419919170223	NA	NA	0.784620843096528	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	2	NA	0.157	14.2	118.296	17.04	9.7	NA	0.841	0.142178	NA	0.0193592793295837	1020.10156282969	1.22604314600663	NA	NA	0.832027458537889	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	8	NA	0.1	11.45	38.237	6.88	3.837	NA	0.887	0.043231	NA	0.00785398163397448	1132.38185561287	1.2802782645082	NA	NA	0.884481043695496	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	6	NA	0.089	13.5	29.073	1.659	0.834	NA	0.83	0.035786	NA	0.00622113885227119	882.076789806069	1.08574966463729	NA	NA	0.812412675347901	Quercus_acuta	EBF	Quercus	Fagaceae
QAt	1001	1	7	NA	0.065	9.7	14.172	1.616	1.679	NA	0.897	0.016354	NA	0.00331830724035422	1068.05674452733	1.23250070561671	NA	NA	0.866576984224043	Quercus_acuta	EBF	Quercus	Fagaceae
QG	1015	1	1	16	0.115	9.1	37.894	7.907	0.929	NA	0.884	0.042864	NA	0.0103868907109313	1090.19223590892	1.2331767562147	NA	NA	0.884051885031728	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1016	1	6	27	0.191	11.8	139.919	92.338	9.576	NA	0.92	0.152106	NA	0.0286521103989023	1589.89783440495	1.72837856188223	NA	NA	0.91987824280436	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1017	1	1	35	0.242	9.4	136.311	109.624	19.102	NA	0.886	0.153799	NA	0.0459960580412082	1723.26868185099	1.94435518776915	NA	NA	0.886293148850123	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1017	1	2	32	0.157	10	78.627	31.262	7.792	NA	0.89	0.088302	NA	0.0193592793295837	1332.71047088401	1.49669960700523	NA	NA	0.89043283277842	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1017	1	3	22	0.082	6.5	15.315	16.123	3.518	8.346	0.965	0.015866	NA	0.00528101725068444	2203.20181520232	2.28246816846229	2729.23232068574	2.82742409402547	0.96527165006933	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1017	1	4	33	0.253	10.8	160.406	191.754	25.644	94.643	0.859	0.18665	NA	0.0502725510409073	2024.13072595767	2.35529843023328	2531.1920707206	2.94532000049873	0.859394588802572	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1017	1	5	27	0.187	11.7	116.707	82.205	13.214	106.306	0.679	0.171963	NA	0.0274645883758454	1233.55605566314	1.81759448876246	1851.74717817205	2.72847387046193	0.678675063821869	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1018	1	1	32	0.271	11.8	177.14	172.563	21.314	139.115	0.771	0.22977	NA	0.057680426518072	1614.73212342778	2.0944845884611	2220.1854027941	2.87982386812691	0.77094485790138	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1018	1	2	30	0.256	10.2	191.023	109.563	22.373	67.079	0.787	0.24269	NA	0.0514718540364152	1330.7470435535	1.69068122686797	1607.14491738432	2.04183789386618	0.787107008941448	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1018	1	3	31	0.201	8.4	83.21	124.61	21.093	36.245	0.752	0.110703	NA	0.0317308711994203	2067.81207374687	2.75102752073068	2395.21964174413	3.18661218603533	0.751650813437757	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1018	1	4	30	0.254	10.8	153.381	123.109	17.205	NA	0.726	0.211326	NA	0.0506707479097498	1389.77220029717	1.91480691871875	NA	NA	0.725802788109366	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1018	1	5	23	0.145	7.5	37.117	37.233	9.135	NA	0.846	0.043852	NA	0.0165129963854313	1903.79002097966	2.24923889322952	NA	NA	0.846415214813463	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1019	1	1	29	0.295	11.9	179.328	289.578	39.019	193.771	0.693	0.258814	NA	0.0683492751696629	1962.50975604102	2.83237977337616	2711.19800319921	3.9129193433262	0.692883692535953	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1019	1	2	33	0.256	13.6	191.72	364.047	34.947	NA	0.799	0.239874	NA	0.0514718540364152	2462.60119896279	3.08112872939704	NA	NA	0.799252941127425	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1019	1	3	19	0.147	9	40.087	83.508	18.341	35.933	0.76	0.05274	NA	0.0169716689128555	2691.24004550626	3.54069897971911	3372.56351915055	4.43707436325991	0.760087220326128	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1019	1	4	24	0.218	9.2	83.122	71.792	27.713	41.822	0.69	0.120381	NA	0.0373252623173003	1517.0749536887	2.19709583503766	1864.48858208521	2.70023579798369	0.690491024331082	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1019	1	5	34	0.227	12	181.12	118.219	22.936	NA	0.744	0.243317	NA	0.0404707819617071	1324.50671346433	1.77934518551237	NA	NA	0.74437873227107	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1015	1	5	26	0.242	10	196.175	158.922	16.492	NA	0.8853	0.221593	NA	0.0459960580412082	1676.8986384949	1.89417102077227	NA	NA	0.885294210557193	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1015	1	2	23	0.14	9	65.495	25.166	7.98	NA	0.919	0.071243	NA	0.01539380400259	1384.57111575874	1.50608443392625	NA	NA	0.919318389175077	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1015	1	3	23	0.205	9.4	80.957	82.676	5.398	NA	0.724	0.111786	NA	0.0330063578167778	1512.09453777754	2.08791086626234	NA	NA	0.724214123414381	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1015	1	4	24	0.205	10.7	104.496	97.27	13.209	NA	0.822	0.127171	NA	0.0330063578167778	1690.44043060132	2.05725578012555	NA	NA	0.821696770490127	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1016	1	3	24	0.069	9.6	16.914	3.23	0.834	NA	0.73	0.023171	NA	0.00373928065593525	905.355832721937	1.24027432895826	NA	NA	0.729964179362134	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1015	1	6	23	0.074	9.4	18.15	4.208	0.929	NA	0.742	0.024463	NA	0.00430084034276443	951.927400564117	1.2830303030303	NA	NA	0.741936802518088	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1016	1	1	25	0.139	9.6	58.785	22.854	3.632	NA	0.7585	0.077502	NA	0.0151746779150021	1100.24257438518	1.45055711491027	NA	NA	0.758496554927615	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1016	1	2	19	0.116	8.5	42.549	8.481	1.671	NA	0.7448	0.055475	NA	0.0105683176866761	949.995493465525	1.23859550165691	NA	NA	0.766994141505183	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1016	1	4	21	0.103	11.8	28.33	9.53	1.343	NA	0.683	0.041459	NA	0.00833228911548353	945.584794616368	1.3837980938934	NA	NA	0.683325695265202	Quercus_glauca	EBF	Quercus	Fagaceae
QG	1016	1	5	25	0.182	13.1	122.784	44.863	11.536	NA	0.76	0.161619	NA	0.0260155287643771	1108.67534138932	1.4593350925202	NA	NA	0.759712657546452	Quercus_glauca	EBF	Quercus	Fagaceae
QM	81	14	1	43	0.179	11.1	71.983	37.224	5.623	NA	0.706	0.110507	0.318864	0.0251649425534176	1039.11969377506	1.59523776447217	NA	NA	0.651388599817206	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	67	6	3	71	0.229	16.3	230.284	25.174	3.515	NA	0.785	0.308272	0.17926	0.0411870650867256	840.079540146364	1.12458095221553	NA	NA	0.747015622567084	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	67	6	1	53	0.119	11.9	51.611	0.957	0.242	NA	0.656	0.085119	0.017064	0.0111220233918713	620.425521916376	1.02323148166089	NA	NA	0.606339360189852	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	81	14	4	49	0.255	17.9	259.137	61.606	8.489	NA	0.649	0.423979	0.49009	0.0510705155749191	776.529026201769	1.27049398580674	NA	NA	0.611202441630364	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	67	6	2	59	0.179	14.4	124.632	21.166	3.831	76.394	0.774	0.170561	0.060782	0.0251649425534176	877.275578825171	1.20056646768085	1325.1739846741	1.81352301174658	0.730718042225362	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	66	10	5	82	0.299	12.8	247.01	109.598	14.392	NA	0.731	0.352335	0.30866	0.0702153812058953	1052.97515148935	1.50196348325979	NA	NA	0.701065747087289	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	113	15	2	42	0.123	11.75	42.946	14.232	3.794	37.079	0.661	0.071763	0.019598	0.01188228881404	849.63003218929	1.41973641317003	1366.31690425428	2.28312299166395	0.598442094115352	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	62	13	5	83	0.28	14.6	186.199	203.051	9.785	NA	0.657	0.292589	0.256817	0.06157521601036	1363.80725181056	2.14305662221602	NA	NA	0.63638414294454	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	81	14	2	40	0.2	13.8	126.119	76.696	11.127	112.672	0.659	0.210271	0.373926	0.0314159265358979	1017.45842270213	1.69635027236182	1553.30026489625	2.5897287482457	0.59979264853451	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	113	15	3	44	0.154	14.32	74.015	24.668	5.078	NA	0.627	0.128362	0.026958	0.0186265028431339	808.346706969352	1.40189150847801	NA	NA	0.576611458219722	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	81	14	3	52	0.235	15.7	191.039	87.974	12.051	NA	0.734	0.290381	0.598772	0.0433736135736241	1002.35208226434	1.52358418961573	NA	NA	0.657890839965425	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	108	17	2	49	0.21	12.3	104.433	45.848	8.275	NA	0.629	0.180638	0.451239	0.0346360590058275	877.755511022044	1.51825572376548	NA	NA	0.578134168890267	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	63	11	1	43	0.103	6.8	18.574	7.293	2.464	NA	0.902	0.022693	0.017087	0.00833228911548353	1248.4466575596	1.5253041886508	NA	NA	0.818490283347288	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	63	11	2	76	0.141	9.4	52.176	36.921	5.597	42.263	0.906	0.060823	0.049216	0.0156145008865047	1556.87815464545	1.81489573750383	2251.73043092251	2.62490417049985	0.857833385396972	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	108	17	1	36	0.088	9.45	17.389	4.183	0.922	7.867	0.672	0.027558	0.832389	0.00608212337734984	816.242107554975	1.29357639887285	1101.71275128819	1.74598884352177	0.630996443863851	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	96	16	5	39	0.169	10.7	76.86	35.303	5.889	NA	0.696	0.123157	0.246186	0.0224317569447945	958.548844158269	1.53593546708301	NA	NA	0.624081457002038	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	108	17	3	36	0.241	13.54	139.496	107.963	9.323	55.382	0.587	0.252721	0.089117	0.0456167107282872	1016.06910387344	1.84078396513162	1235.21195310243	2.23779893330275	0.551976290058998	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	117	12	1	33	0.138	10.5	50.954	23.228	5.191	NA	0.658	0.084687	0.027234	0.014957122623741	937.251290044517	1.55773835223927	NA	NA	0.601674401029674	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	67	6	4	78	0.252	12.4	243	74.468	1.178	171.553	0.85	0.297582	0.055343	0.0498759249683916	1070.78385117379	1.31130041152263	1647.27369262926	2.01727983539095	0.816581648083553	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	72	4	4	23	0.139	8	43.651	22.361	9.463	57.793	0.795	0.05627	0.039045	0.0151746779150021	1341.30087080149	1.7290554626469	2368.36680291452	3.05303429474697	0.775741958414786	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	62	13	3	61	0.182	13.35	92.703	44.062	4.983	NA	0.598	0.159321	0.136144	0.0260155287643771	889.700667206457	1.52905515463361	NA	NA	0.58186303123882	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	193	2	4	38	0.164	10.6	69.721	78.592	7.691	29.343	0.75	0.098377	0.031038	0.0211240690027378	1585.77716336135	2.23754679364897	1884.04810067394	2.6584099482222	0.708712402289153	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	113	15	1	42	0.108	12.36	35.598	4.944	1.788	NA	0.622	0.063056	0.009198	0.00916088417786784	671.308043643745	1.189111747851	NA	NA	0.564545800558234	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	108	17	5	37	0.322	13.23	243.412	231.26	31.929	90.755	0.682	0.377967	0.248559	0.081433223173701	1340.33129876418	2.0812490756413	1580.44485365124	2.45409429280397	0.644003312458495	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	72	4	5	24	0.167	10.3	63.631	52.391	8.517	NA	0.883	0.079419	0.134262	0.0219039693789914	1568.12601518528	1.95720639311028	NA	NA	0.801206260466639	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	113	15	4	42	0.182	15.72	125.379	37.537	7.193	59.775	0.701	0.197627	0.084457	0.0260155287643771	860.757892393246	1.3567583088077	1163.22162457559	1.83351278922308	0.634422422037475	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	193	2	5	39	0.179	10.8	83.862	59.583	8.549	NA	0.832	0.108709	0.07513	0.0251649425534176	1398.17310434279	1.81242994443252	NA	NA	0.771435667700006	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	72	4	3	23	0.079	8.7	13.067	6.777	1.787	NA	0.647	0.022435	0.144064	0.00490166993776347	964.16313795409	1.65539144409581	NA	NA	0.582438154669044	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	96	16	4	37	0.135	10	49.899	5.888	3.438	27.038	0.782	0.084632	0.292402	0.0143138815279185	699.79440400794	1.18689753301669	1019.2716702902	1.72875207919998	0.589599678608564	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	99	9	2	45	0.134	10.5	52.972	9.56	2.655	38.62	0.612	0.101442	0.07283	0.0141026094219646	642.603655290708	1.23059352110549	1023.31381479072	1.95965793249264	0.522190019912857	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	108	17	4	42	0.284	12.32	195.182	185.038	18.213	118.456	0.608	0.337047	0.22075	0.0633470742669846	1182.12890190389	2.04134090233731	1533.58136995731	2.64824112879261	0.579094310289069	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	65	5	4	67	0.144	13.9	76.847	17.987	2.55	38.062	0.789	0.102277	0.085102	0.0162860163162095	952.159332010129	1.26724530560725	1324.3055623454	1.76254115320052	0.751361498675166	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	65	5	5	61	0.194	16.2	138.538	25.878	4.343	NA	0.715	0.210359	0.175817	0.0295592452776264	802.242832491122	1.21814231474397	NA	NA	0.658578905585214	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	66	10	1	42	0.108	9.9	28.369	6.004	1.332	NA	0.668	0.046006	0.037336	0.00916088417786784	776.094422466635	1.25859212520709	NA	NA	0.61663696039647	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	65	5	3	52	0.113	7.9	29.479	11.318	3.548	NA	0.833	0.040763	0.028275	0.010028749148422	1087.87380712901	1.50429119033889	NA	NA	0.723180335107818	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	113	15	5	44	0.211	15.44	157.953	45.469	5.858	NA	0.656	0.261027	0.059493	0.0349667116326178	801.756140169408	1.32495109304667	NA	NA	0.605121309289844	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	66	10	4	80	0.307	12.9	224.048	100.127	9.07	107.85	0.645	0.366007	0.309847	0.0740229915020461	910.488050774985	1.48738216810683	1205.15454622453	1.96875223166464	0.61214129784403	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	117	12	2	34	0.154	11.1	58.883	36.816	5.982	71.126	0.663	0.096377	0.138729	0.0186265028431339	1055.03387737738	1.72683117368341	1793.03153241956	2.93475196576261	0.610965271797213	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	66	10	2	41	0.158	10.4	48.227	14.901	2.39	17.039	0.638	0.080371	0.067123	0.0196066797510539	815.19453534235	1.35853360150953	1027.19886526235	1.71184191428038	0.600054746114892	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	72	4	2	23	0.098	7.9	23.868	10.23	3.91	62.869	0.872	0.029683	0.108946	0.0075429639612691	1280.46356500354	1.59242500418971	3398.47724286629	4.22645382939501	0.804096620961493	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	96	16	3	36	0.112	9.7	35.966	5.098	1.976	NA	0.854	0.059194	0.167031	0.00985203456165759	727.100719667534	1.19668575877217	NA	NA	0.60759536439504	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	62	13	2	39	0.156	9.7	61.59	27.18	5.785	30.157	0.788	0.083854	0.067577	0.0191134497044403	1127.61466358194	1.53523299236889	1487.2516516803	2.0248741678844	0.73449090085148	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	118	8	1	41	0.1	9.65	24.609	7.932	2.341	NA	0.705	0.03864	0.460615	0.00785398163397448	902.743271221532	1.41744890080865	NA	NA	0.636878881987578	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	118	8	2	55	0.154	10.4	50.382	15.238	3.281	NA	0.681	0.082095	0.627147	0.0186265028431339	839.283756623424	1.36757175181613	NA	NA	0.613703636031427	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	167	1	1	35	0.095	9.78	18.566	4.559	1.216	NA	0.579	0.033325	0.030486	0.00708821842466197	730.412603150788	1.31105246148874	NA	NA	0.557119279819955	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	167	1	2	39	0.164	8.3	45.77	25.544	3.614	17.461	0.634	0.081611	0.039549	0.0211240690027378	918.111529083089	1.63705483941446	1132.06553038193	2.01854926807953	0.560831260491846	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	167	1	3	40	0.24	12.14	148.405	84.446	12.903	NA	0.677	0.234735	0.048005	0.045238934211693	1046.94229663237	1.65596846467437	NA	NA	0.63222357126121	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	167	1	5	53	0.326	14.6	285.031	276.998	45.136	128.819	0.65	0.472202	0.050998	0.0834689752132272	1285.81623966015	2.13017180587375	1558.62109859763	2.58211913791833	0.603620908001237	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	66	10	3	85	0.189	12	77.817	51.283	4.228	NA	0.603	0.133705	0.115581	0.0280552077947203	997.180359747205	1.71335312335351	NA	NA	0.582005160614786	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	192	3	3	32	0.117	10.52	43.467	23.122	3.621	NA	0.895	0.050891	0.06986	0.0107513154587477	1379.61525613566	1.61524834932247	NA	NA	0.85411958892535	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	63	11	5	94	0.24	10.2	190.368	139.712	14.527	NA	0.756	0.262934	0.218377	0.045238934211693	1310.62167692273	1.81021495209279	NA	NA	0.724014391444241	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	81	14	5	51	0.324	16.9	287.211	212.863	13.133	155.302	0.703	0.445234	0.419281	0.0824479576008105	1152.6680352354	1.78686401286859	1501.47787455585	2.32758842801982	0.645078767569413	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	117	12	3	32	0.181	11.1	79.047	61.984	6.959	NA	0.58	0.143534	0.219832	0.0257304292310638	1031.04490922012	1.87217731223196	NA	NA	0.550719690108267	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	117	12	4	38	0.227	13.3	144.457	89.189	9.467	NA	0.713	0.220412	0.132847	0.0404707819617071	1102.99348492823	1.68294371335415	NA	NA	0.65539535052538	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	117	12	5	35	0.281	12.5	124.991	167.15	10.432	143.039	0.633	0.209556	0.053782	0.0620158243800259	1443.87657714406	2.42075829459721	2126.45784420394	3.56515269099375	0.596456317165817	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	62	13	1	62	0.139	10.2	62.623	5.571	1.163	NA	0.863	0.079401	0.065671	0.0151746779150021	873.502852608909	1.10753237628347	NA	NA	0.788692837621692	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	193	2	3	39	0.128	13.16	64.13	7.916	2.217	NA	0.729	0.089946	0.018054	0.0128679635091038	825.639828341449	1.15800717292999	NA	NA	0.712983345562893	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	65	5	2	57	0.104	10.2	21.184	4.819	1.608	12.385	0.515	0.043841	0.034683	0.0084948665353068	629.798590360621	1.30338935045317	912.29670856048	1.88802870090634	0.483200656919322	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	99	9	3	45	0.163	9.5	70.234	31.189	4.454	NA	0.655	0.129191	0.123348	0.0208672438033068	819.538512744696	1.50748925022069	NA	NA	0.543644681131038	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	99	9	4	46	0.172	13.2	74.199	24.402	4.961	40.334	0.525	0.148286	0.193617	0.0232352192659501	698.393644713594	1.39573309613337	970.395047408387	1.93932532783461	0.50037764859798	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	99	9	5	34	0.21	14.7	122.394	45.599	7.077	NA	0.657	0.204404	0.213405	0.0346360590058275	856.49008825659	1.43038057421115	NA	NA	0.598784759593746	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	63	11	3	83	0.161	11.9	77.449	21.893	5.717	NA	0.493	0.159837	0.12906	0.0203583057934253	657.288362519316	1.35649265968573	NA	NA	0.484549885195543	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	63	11	4	91	0.186	10	111.66	51.851	9.778	70.419	0.853	0.135334	0.110368	0.0271716348608981	1280.45428347644	1.55193444384739	1800.78915867409	2.18259000537345	0.82506982724223	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	192	3	2	29	0.108	7.65	27.594	16.029	2.705	18.604	0.86	0.034214	0.02268	0.00916088417786784	1354.06558718653	1.67891570631297	1897.81960600924	2.3531202435312	0.806511954170807	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	192	3	4	34	0.141	10.48	58.486	39.45	4.935	39.144	0.911	0.067525	0.074185	0.0156145008865047	1523.45057386153	1.75889956570803	2103.14698259904	2.42818794241357	0.866138467234358	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	96	16	1	31	0.08	5.7	11.616	1.118	0.492	NA	0.782	0.019384	0.095259	0.00502654824574367	682.315311597194	1.13860192837466	NA	NA	0.599257119273628	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	96	16	2	36	0.108	7.5	20.714	6.218	1.944	7.523	0.75	0.037204	0.120174	0.00916088417786784	776.153101817009	1.39403302114512	978.362541662187	1.75721734092884	0.556768089452747	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	72	4	1	23	0.057	8.2	11.834	0.933	0.719	NA	0.981	0.013307	0.057612	0.00255175863287831	1013.45156684452	1.13959776913977	NA	NA	0.889306380100699	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	99	9	1	40	0.111	9.7	34.252	15.1	1.836	NA	0.853	0.046078	0.066415	0.00967689077121996	1110.89891054299	1.49445287866402	NA	NA	0.743348235600504	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	65	5	1	57	0.063	6.6	6.549	0	0.164	NA	0.663	0.010411	0.008114	0.00311724531052447	644.798770531169	1.02504199114369	NA	NA	0.629046201133417	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	118	8	5	55	0.261	11.6	135.295	153.247	10.684	116.117	0.778	0.197393	0.706485	0.0535021082887976	1515.88962121251	2.21165601093906	2104.14249745432	3.06990650060978	0.68540931036055	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	192	3	1	35	0.07	7.97	12.334	2.81	0.818	NA	0.821	0.016556	0.009536	0.0038484510006475	964.121768543126	1.2941462623642	NA	NA	0.744986711766127	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	118	8	3	57	0.198	12.3	117.683	44.673	6.627	42.02	0.681	0.189399	0.552549	0.0307907495978336	892.206400244985	1.43591682740923	1114.06607215455	1.79297774529881	0.621349637537685	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	118	8	4	52	0.255	15	173.375	138.729	10.957	NA	0.653	0.292442	0.656932	0.0510705155749191	1104.70110312472	1.8633655371305	NA	NA	0.592852599831762	Quercus_mongolica	DBF	Quercus	Fagaceae
QM	192	3	5	30	0.183	13.17	124.631	74.459	8.481	NA	0.783	0.166395	0.084885	0.0263021990940171	1247.45935875477	1.66548451027433	NA	NA	0.749006881216383	Quercus_mongolica	DBF	Quercus	Fagaceae
